Flight Information:
Launch Date:            	          	                       	Wednesday, 27 October 2021	   	                   	Launch Time: 	         	        	11:32:04     	          	          	End of Ascent:	       	         	01:42:40
Station name:           	          	                       	IIT MADRAS                	   	                   	Serialnumber:	         	        	18000120
Ground Values:
Pressure:               	          	                       	1004.5 hPa                	   	                   	Temperature: 	         	        	29.0 °C      	          	          	Humidity:     	       	         	72 %
Wind direction:         	          	                       	310 °                     	   	                   	Wind speed:  	         	        	6 kn         	          	          	Cloud group:  	       	         	9////
Position:
Longitude:              	          	                       	74.641 °                  	   	                   	Latitude:    	         	        	9.702 °      	          	          	Altitude:     	       	         	34 m
Staff:
Company:                	          	                       	
Operator:               	          	                       	                          	   	                   	
Events:
Highest Point:          	          	                       	19.6 hPa                  	   	                   	25867 m
Tropopauses:            	          	                       	1.: 112.2 hPa             	   	                   	             	         	        	
Max Winds:              	          	                       	1.: 22.6 hPa              	   	                   	             	         	        	
Remarks:

Profile Data:
Time                    	UTC Time  	P                      	T                         	Hu 	Ws                 	Wd           	Long.    	Lat.    	Geopot       	MRI       	RI        	Dewp.         	Rs     	Elevation	Azimuth 	Range	D
[sec]                   	[HH:mm:ss]	[hPa]                  	[°C]                      	[%]	[kn]               	[°]          	[°]      	[°]     	[m]          	          	          	[°C]          	[m/min]	[°]      	[°]     	[m]  	[kg/m3]
6244                    	13:16:08  	18.3                   	-                         	-  	-                  	-            	74.053157	9.818304	-            	999999.000	999999.000	-             	-      	85.6     	281     	-    	999999.000000
6246                    	13:16:10  	18.2                   	-                         	-  	-                  	-            	74.052697	9.818309	-            	999999.000	999999.000	-             	-      	85.6     	281     	-    	999999.000000
6248                    	13:16:12  	18.2                   	-                         	-  	-                  	-            	74.052236	9.818314	-            	999999.000	999999.000	-             	-      	85.6     	281     	-    	999999.000000
6250                    	13:16:14  	18.2                   	-                         	-  	-                  	-            	74.051775	9.818318	-            	999999.000	999999.000	-             	-      	85.6     	281     	-    	999999.000000
6252                    	13:16:16  	18.1                   	-                         	-  	-                  	-            	74.051314	9.818323	-            	999999.000	999999.000	-             	-      	85.6     	281     	-    	999999.000000
6254                    	13:16:18  	18.1                   	-                         	-  	-                  	-            	74.050853	9.818328	-            	999999.000	999999.000	-             	-      	85.6     	281     	-    	999999.000000
6256                    	13:16:20  	18.1                   	-                         	-  	-                  	-            	74.050392	9.818332	-            	999999.000	999999.000	-             	-      	85.6     	281     	-    	999999.000000
6258                    	13:16:22  	18.1                   	-                         	-  	-                  	-            	74.049932	9.818337	-            	999999.000	999999.000	-             	-      	85.6     	281     	-    	999999.000000
6260                    	13:16:24  	18.1                   	-                         	-  	-                  	-            	74.049471	9.818342	-            	999999.000	999999.000	-             	-      	85.6     	281     	-    	999999.000000
6262                    	13:16:26  	18.1                   	-                         	-  	-                  	-            	74.049010	9.818346	-            	999999.000	999999.000	-             	-      	85.6     	281     	-    	999999.000000
6264                    	13:16:28  	18.1                   	-                         	-  	-                  	-            	74.048549	9.818351	-            	999999.000	999999.000	-             	-      	85.6     	281     	-    	999999.000000
6266                    	13:16:30  	18.1                   	-                         	-  	-                  	-            	74.048088	9.818356	-            	999999.000	999999.000	-             	-      	85.6     	281     	-    	999999.000000
6268                    	13:16:32  	18.1                   	-                         	-  	-                  	-            	74.047627	9.818360	-            	999999.000	999999.000	-             	-      	85.6     	281     	-    	999999.000000
6270                    	13:16:34  	18.1                   	-                         	-  	-                  	-            	74.047166	9.818365	-            	999999.000	999999.000	-             	-      	85.6     	281     	-    	999999.000000
6272                    	13:16:36  	18.0                   	-                         	-  	-                  	-            	74.046706	9.818370	-            	999999.000	999999.000	-             	-      	85.6     	281     	-    	999999.000000
6274                    	13:16:38  	18.0                   	-                         	-  	-                  	-            	74.046245	9.818374	-            	999999.000	999999.000	-             	-      	85.6     	281     	-    	999999.000000
6276                    	13:16:40  	18.0                   	-                         	-  	-                  	-            	74.045784	9.818379	-            	999999.000	999999.000	-             	-      	85.6     	281     	-    	999999.000000
6278                    	13:16:42  	18.0                   	-                         	-  	-                  	-            	74.045323	9.818383	-            	999999.000	999999.000	-             	-      	85.6     	281     	-    	999999.000000
6280                    	13:16:44  	18.0                   	-                         	-  	-                  	-            	74.044862	9.818388	-            	999999.000	999999.000	-             	-      	85.6     	281     	-    	999999.000000
6282                    	13:16:46  	18.0                   	-                         	-  	-                  	-            	74.044401	9.818393	-            	999999.000	999999.000	-             	-      	85.6     	281     	-    	999999.000000
6284                    	13:16:48  	18.0                   	-                         	-  	-                  	-            	74.043941	9.818397	-            	999999.000	999999.000	-             	-      	85.6     	281     	-    	999999.000000
6286                    	13:16:50  	18.0                   	-                         	-  	-                  	-            	74.043480	9.818402	-            	999999.000	999999.000	-             	-      	85.6     	281     	-    	999999.000000
6288                    	13:16:52  	18.0                   	-                         	-  	-                  	-            	74.043019	9.818407	-            	999999.000	999999.000	-             	-      	85.6     	281     	-    	999999.000000
6290                    	13:16:54  	18.0                   	-                         	-  	-                  	-            	74.042558	9.818411	-            	999999.000	999999.000	-             	-      	85.6     	281     	-    	999999.000000
6292                    	13:16:56  	17.9                   	-                         	-  	-                  	-            	74.042097	9.818416	-            	999999.000	999999.000	-             	-      	85.6     	281     	-    	999999.000000
6294                    	13:16:58  	17.9                   	-                         	-  	-                  	-            	74.041636	9.818421	-            	999999.000	999999.000	-             	-      	85.6     	281     	-    	999999.000000
6296                    	13:17:00  	17.9                   	-                         	-  	-                  	-            	74.041175	9.818425	-            	999999.000	999999.000	-             	-      	85.6     	281     	-    	999999.000000
6298                    	13:17:02  	17.9                   	-                         	-  	-                  	-            	74.040715	9.818430	-            	999999.000	999999.000	-             	-      	85.6     	281     	-    	999999.000000
6300                    	13:17:04  	17.9                   	-                         	-  	-                  	-            	74.040254	9.818435	-            	999999.000	999999.000	-             	-      	85.6     	281     	-    	999999.000000
6302                    	13:17:06  	17.9                   	-                         	-  	-                  	-            	74.039793	9.818439	-            	999999.000	999999.000	-             	-      	85.5     	281     	-    	999999.000000
6304                    	13:17:08  	17.9                   	-                         	-  	-                  	-            	74.039332	9.818444	-            	999999.000	999999.000	-             	-      	85.5     	281     	-    	999999.000000
6306                    	13:17:10  	17.9                   	-                         	-  	-                  	-            	74.038871	9.818448	-            	999999.000	999999.000	-             	-      	85.5     	281     	-    	999999.000000
6308                    	13:17:12  	17.9                   	-                         	-  	-                  	-            	74.038410	9.818453	-            	999999.000	999999.000	-             	-      	85.5     	281     	-    	999999.000000
6310                    	13:17:14  	17.8                   	-                         	-  	-                  	-            	74.037949	9.818458	-            	999999.000	999999.000	-             	-      	85.5     	281     	-    	999999.000000
6312                    	13:17:16  	17.8                   	-                         	-  	-                  	-            	74.037489	9.818462	-            	999999.000	999999.000	-             	-      	85.5     	281     	-    	999999.000000
6314                    	13:17:18  	17.8                   	-                         	-  	-                  	-            	74.037028	9.818467	-            	999999.000	999999.000	-             	-      	85.5     	281     	-    	999999.000000
6316                    	13:17:20  	17.8                   	-                         	-  	-                  	-            	74.036567	9.818472	-            	999999.000	999999.000	-             	-      	85.5     	281     	-    	999999.000000
6318                    	13:17:22  	17.8                   	-                         	-  	-                  	-            	74.036106	9.818476	-            	999999.000	999999.000	-             	-      	85.5     	281     	-    	999999.000000
6320                    	13:17:24  	17.8                   	-                         	-  	-                  	-            	74.035645	9.818481	-            	999999.000	999999.000	-             	-      	85.5     	281     	-    	999999.000000
6322                    	13:17:26  	17.8                   	-                         	-  	-                  	-            	74.035184	9.818486	-            	999999.000	999999.000	-             	-      	85.5     	281     	-    	999999.000000
6324                    	13:17:28  	17.8                   	-                         	-  	-                  	-            	74.034724	9.818490	-            	999999.000	999999.000	-             	-      	85.5     	281     	-    	999999.000000
6326                    	13:17:30  	17.8                   	-                         	-  	-                  	-            	74.034263	9.818495	-            	999999.000	999999.000	-             	-      	85.5     	281     	-    	999999.000000
6328                    	13:17:32  	17.7                   	-                         	-  	-                  	-            	74.033802	9.818500	-            	999999.000	999999.000	-             	-      	85.5     	281     	-    	999999.000000
6330                    	13:17:34  	17.7                   	-                         	-  	-                  	-            	74.033341	9.818504	-            	999999.000	999999.000	-             	-      	85.5     	281     	-    	999999.000000
6332                    	13:17:36  	17.7                   	-                         	-  	-                  	-            	74.032880	9.818509	-            	999999.000	999999.000	-             	-      	85.5     	281     	-    	999999.000000
6334                    	13:17:38  	17.7                   	-                         	-  	-                  	-            	74.032419	9.818513	-            	999999.000	999999.000	-             	-      	85.5     	281     	-    	999999.000000
6336                    	13:17:40  	17.7                   	-                         	-  	-                  	-            	74.031958	9.818518	-            	999999.000	999999.000	-             	-      	85.5     	281     	-    	999999.000000
6338                    	13:17:42  	17.7                   	-                         	-  	-                  	-            	74.031498	9.818523	-            	999999.000	999999.000	-             	-      	85.5     	281     	-    	999999.000000
6340                    	13:17:44  	17.7                   	-                         	-  	-                  	-            	74.031037	9.818527	-            	999999.000	999999.000	-             	-      	85.5     	281     	-    	999999.000000
6342                    	13:17:46  	17.7                   	-                         	-  	-                  	-            	74.030576	9.818532	-            	999999.000	999999.000	-             	-      	85.5     	281     	-    	999999.000000
6344                    	13:17:48  	17.7                   	-                         	-  	-                  	-            	74.030115	9.818537	-            	999999.000	999999.000	-             	-      	85.5     	281     	-    	999999.000000
6346                    	13:17:50  	17.6                   	-                         	-  	-                  	-            	74.029654	9.818541	-            	999999.000	999999.000	-             	-      	85.5     	281     	-    	999999.000000
6348                    	13:17:52  	17.6                   	-                         	-  	-                  	-            	74.029193	9.818546	-            	999999.000	999999.000	-             	-      	85.5     	281     	-    	999999.000000
6350                    	13:17:54  	17.6                   	-                         	-  	-                  	-            	74.028733	9.818551	-            	999999.000	999999.000	-             	-      	85.5     	281     	-    	999999.000000
6352                    	13:17:56  	17.6                   	-                         	-  	-                  	-            	74.028272	9.818555	-            	999999.000	999999.000	-             	-      	85.5     	281     	-    	999999.000000
6354                    	13:17:58  	17.6                   	-                         	-  	-                  	-            	74.027811	9.818560	-            	999999.000	999999.000	-             	-      	85.5     	281     	-    	999999.000000
6356                    	13:18:00  	17.6                   	-                         	-  	-                  	-            	74.027350	9.818565	-            	999999.000	999999.000	-             	-      	85.5     	281     	-    	999999.000000
6358                    	13:18:02  	17.6                   	-                         	-  	-                  	-            	74.026889	9.818569	-            	999999.000	999999.000	-             	-      	85.5     	281     	-    	999999.000000
6360                    	13:18:04  	17.6                   	-                         	-  	-                  	-            	74.026428	9.818574	-            	999999.000	999999.000	-             	-      	85.5     	281     	-    	999999.000000
6362                    	13:18:06  	17.6                   	-                         	-  	-                  	-            	74.025967	9.818578	-            	999999.000	999999.000	-             	-      	85.5     	281     	-    	999999.000000
6364                    	13:18:08  	17.6                   	-                         	-  	-                  	-            	74.025507	9.818583	-            	999999.000	999999.000	-             	-      	85.4     	281     	-    	999999.000000
6366                    	13:18:10  	17.5                   	-                         	-  	-                  	-            	74.025046	9.818588	-            	999999.000	999999.000	-             	-      	85.4     	281     	-    	999999.000000
6368                    	13:18:12  	17.5                   	-                         	-  	-                  	-            	74.024585	9.818592	-            	999999.000	999999.000	-             	-      	85.4     	281     	-    	999999.000000
6370                    	13:18:14  	17.5                   	-                         	-  	-                  	-            	74.024124	9.818597	-            	999999.000	999999.000	-             	-      	85.4     	281     	-    	999999.000000
6372                    	13:18:16  	17.5                   	-                         	-  	-                  	-            	74.023663	9.818602	-            	999999.000	999999.000	-             	-      	85.4     	281     	-    	999999.000000
6374                    	13:18:18  	17.5                   	-                         	-  	-                  	-            	74.023202	9.818606	-            	999999.000	999999.000	-             	-      	85.4     	281     	-    	999999.000000
6376                    	13:18:20  	17.5                   	-                         	-  	-                  	-            	74.022742	9.818611	-            	999999.000	999999.000	-             	-      	85.4     	281     	-    	999999.000000
6378                    	13:18:22  	17.5                   	-                         	-  	-                  	-            	74.022281	9.818616	-            	999999.000	999999.000	-             	-      	85.4     	281     	-    	999999.000000
6380                    	13:18:24  	17.5                   	-                         	-  	-                  	-            	74.021820	9.818620	-            	999999.000	999999.000	-             	-      	85.4     	281     	-    	999999.000000
6382                    	13:18:26  	17.5                   	-                         	-  	-                  	-            	74.021359	9.818625	-            	999999.000	999999.000	-             	-      	85.4     	281     	-    	999999.000000
6384                    	13:18:28  	17.4                   	-                         	-  	-                  	-            	74.020898	9.818630	-            	999999.000	999999.000	-             	-      	85.4     	281     	-    	999999.000000
6386                    	13:18:30  	17.4                   	-                         	-  	-                  	-            	74.020437	9.818634	-            	999999.000	999999.000	-             	-      	85.4     	281     	-    	999999.000000
6388                    	13:18:32  	17.4                   	-                         	-  	-                  	-            	74.019976	9.818639	-            	999999.000	999999.000	-             	-      	85.4     	281     	-    	999999.000000
6390                    	13:18:34  	17.4                   	-                         	-  	-                  	-            	74.019516	9.818643	-            	999999.000	999999.000	-             	-      	85.4     	281     	-    	999999.000000
6392                    	13:18:36  	17.4                   	-                         	-  	-                  	-            	74.019055	9.818648	-            	999999.000	999999.000	-             	-      	85.4     	281     	-    	999999.000000
6394                    	13:18:38  	17.4                   	-                         	-  	-                  	-            	74.018594	9.818653	-            	999999.000	999999.000	-             	-      	85.4     	281     	-    	999999.000000
6396                    	13:18:40  	17.4                   	-                         	-  	-                  	-            	74.018133	9.818657	-            	999999.000	999999.000	-             	-      	85.4     	281     	-    	999999.000000
6398                    	13:18:42  	17.3                   	-                         	-  	-                  	-            	74.017672	9.818662	-            	999999.000	999999.000	-             	-      	85.4     	281     	-    	999999.000000
6400                    	13:18:44  	17.3                   	-                         	-  	-                  	-            	74.017211	9.818667	-            	999999.000	999999.000	-             	-      	85.4     	281     	-    	999999.000000
6402                    	13:18:46  	17.3                   	-                         	-  	-                  	-            	74.016751	9.818671	-            	999999.000	999999.000	-             	-      	85.4     	281     	-    	999999.000000
6404                    	13:18:48  	17.3                   	-                         	-  	-                  	-            	74.016290	9.818676	-            	999999.000	999999.000	-             	-      	85.4     	281     	-    	999999.000000
6406                    	13:18:50  	17.2                   	-                         	-  	-                  	-            	74.015829	9.818681	-            	999999.000	999999.000	-             	-      	85.4     	281     	-    	999999.000000
6408                    	13:18:52  	17.2                   	-                         	-  	-                  	-            	74.015368	9.818685	-            	999999.000	999999.000	-             	-      	85.4     	281     	-    	999999.000000
6410                    	13:18:54  	17.2                   	-                         	-  	-                  	-            	74.014907	9.818690	-            	999999.000	999999.000	-             	-      	85.4     	281     	-    	999999.000000
6412                    	13:18:56  	17.2                   	-                         	-  	-                  	-            	74.014446	9.818695	-            	999999.000	999999.000	-             	-      	85.4     	281     	-    	999999.000000
6414                    	13:18:58  	17.2                   	-                         	-  	-                  	-            	74.013985	9.818699	-            	999999.000	999999.000	-             	-      	85.4     	281     	-    	999999.000000
6416                    	13:19:00  	17.1                   	-                         	-  	-                  	-            	74.013525	9.818704	-            	999999.000	999999.000	-             	-      	85.4     	281     	-    	999999.000000
6418                    	13:19:02  	17.1                   	-                         	-  	-                  	-            	74.013064	9.818708	-            	999999.000	999999.000	-             	-      	85.4     	281     	-    	999999.000000
6420                    	13:19:04  	17.1                   	-                         	-  	-                  	-            	74.012603	9.818713	-            	999999.000	999999.000	-             	-      	85.4     	281     	-    	999999.000000
6422                    	13:19:06  	17.1                   	-                         	-  	-                  	-            	74.012142	9.818718	-            	999999.000	999999.000	-             	-      	85.4     	281     	-    	999999.000000
6424                    	13:19:08  	17.0                   	-                         	-  	-                  	-            	74.011681	9.818722	-            	999999.000	999999.000	-             	-      	85.3     	281     	-    	999999.000000
6426                    	13:19:10  	17.0                   	-                         	-  	-                  	-            	74.011220	9.818727	-            	999999.000	999999.000	-             	-      	85.3     	281     	-    	999999.000000
6428                    	13:19:12  	17.0                   	-                         	-  	-                  	-            	74.010760	9.818732	-            	999999.000	999999.000	-             	-      	85.3     	281     	-    	999999.000000
6430                    	13:19:14  	17.0                   	-                         	-  	-                  	-            	74.010299	9.818736	-            	999999.000	999999.000	-             	-      	85.3     	281     	-    	999999.000000
6432                    	13:19:16  	16.9                   	-                         	-  	-                  	-            	74.009838	9.818741	-            	999999.000	999999.000	-             	-      	85.3     	281     	-    	999999.000000
6434                    	13:19:18  	16.9                   	-                         	-  	-                  	-            	74.009377	9.818746	-            	999999.000	999999.000	-             	-      	85.3     	281     	-    	999999.000000
6436                    	13:19:20  	16.9                   	-                         	-  	-                  	-            	74.008916	9.818750	-            	999999.000	999999.000	-             	-      	85.3     	281     	-    	999999.000000
6438                    	13:19:22  	16.9                   	-                         	-  	-                  	-            	74.008455	9.818755	-            	999999.000	999999.000	-             	-      	85.3     	281     	-    	999999.000000
6440                    	13:19:24  	16.9                   	-                         	-  	-                  	-            	74.007994	9.818760	-            	999999.000	999999.000	-             	-      	85.3     	281     	-    	999999.000000
6442                    	13:19:26  	16.8                   	-                         	-  	-                  	-            	74.007534	9.818764	-            	999999.000	999999.000	-             	-      	85.3     	281     	-    	999999.000000
6444                    	13:19:28  	16.8                   	-                         	-  	-                  	-            	74.007073	9.818769	-            	999999.000	999999.000	-             	-      	85.3     	281     	-    	999999.000000
6446                    	13:19:30  	16.8                   	-                         	-  	-                  	-            	74.006612	9.818774	-            	999999.000	999999.000	-             	-      	85.3     	281     	-    	999999.000000
6448                    	13:19:32  	16.8                   	-                         	-  	-                  	-            	74.006151	9.818778	-            	999999.000	999999.000	-             	-      	85.3     	281     	-    	999999.000000
6450                    	13:19:34  	16.7                   	-                         	-  	-                  	-            	74.005690	9.818783	-            	999999.000	999999.000	-             	-      	85.3     	281     	-    	999999.000000
6452                    	13:19:36  	16.7                   	-                         	-  	-                  	-            	74.005229	9.818787	-            	999999.000	999999.000	-             	-      	85.3     	281     	-    	999999.000000
6454                    	13:19:38  	16.7                   	-                         	-  	-                  	-            	74.004769	9.818792	-            	999999.000	999999.000	-             	-      	85.3     	281     	-    	999999.000000
6456                    	13:19:40  	16.7                   	-                         	-  	-                  	-            	74.004308	9.818797	-            	999999.000	999999.000	-             	-      	85.3     	281     	-    	999999.000000
6458                    	13:19:42  	16.6                   	-                         	-  	-                  	-            	74.003847	9.818801	-            	999999.000	999999.000	-             	-      	85.3     	281     	-    	999999.000000
6460                    	13:19:44  	16.6                   	-                         	-  	-                  	-            	74.003386	9.818806	-            	999999.000	999999.000	-             	-      	85.3     	281     	-    	999999.000000
6462                    	13:19:46  	16.6                   	-                         	-  	-                  	-            	74.002925	9.818811	-            	999999.000	999999.000	-             	-      	85.3     	281     	-    	999999.000000
6464                    	13:19:48  	16.6                   	-                         	-  	-                  	-            	74.002464	9.818815	-            	999999.000	999999.000	-             	-      	85.3     	281     	-    	999999.000000
6466                    	13:19:50  	16.6                   	-                         	-  	-                  	-            	74.002003	9.818820	-            	999999.000	999999.000	-             	-      	85.3     	281     	-    	999999.000000
6468                    	13:19:52  	16.5                   	-                         	-  	-                  	-            	74.001543	9.818825	-            	999999.000	999999.000	-             	-      	85.3     	281     	-    	999999.000000
6470                    	13:19:54  	16.5                   	-                         	-  	-                  	-            	74.001082	9.818829	-            	999999.000	999999.000	-             	-      	85.3     	281     	-    	999999.000000
6472                    	13:19:56  	16.5                   	-                         	-  	-                  	-            	74.000621	9.818834	-            	999999.000	999999.000	-             	-      	85.3     	281     	-    	999999.000000
6474                    	13:19:58  	16.5                   	-                         	-  	-                  	-            	74.000160	9.818839	-            	999999.000	999999.000	-             	-      	85.3     	281     	-    	999999.000000
6476                    	13:20:00  	16.4                   	-                         	-  	-                  	-            	73.999699	9.818843	-            	999999.000	999999.000	-             	-      	85.3     	281     	-    	999999.000000
6478                    	13:20:02  	16.4                   	-                         	-  	-                  	-            	73.999238	9.818848	-            	999999.000	999999.000	-             	-      	85.3     	280     	-    	999999.000000
6480                    	13:20:04  	16.4                   	-                         	-  	-                  	-            	73.998778	9.818852	-            	999999.000	999999.000	-             	-      	85.3     	280     	-    	999999.000000
6482                    	13:20:06  	16.4                   	-                         	-  	-                  	-            	73.998317	9.818857	-            	999999.000	999999.000	-             	-      	85.3     	280     	-    	999999.000000
6484                    	13:20:08  	16.3                   	-                         	-  	-                  	-            	73.997856	9.818862	-            	999999.000	999999.000	-             	-      	85.3     	280     	-    	999999.000000
6486                    	13:20:10  	16.3                   	-                         	-  	-                  	-            	73.997395	9.818866	-            	999999.000	999999.000	-             	-      	85.2     	280     	-    	999999.000000
6488                    	13:20:12  	16.3                   	-                         	-  	-                  	-            	73.996934	9.818871	-            	999999.000	999999.000	-             	-      	85.2     	280     	-    	999999.000000
6490                    	13:20:14  	16.3                   	-                         	-  	-                  	-            	73.996473	9.818876	-            	999999.000	999999.000	-             	-      	85.2     	280     	-    	999999.000000
6492                    	13:20:16  	16.3                   	-                         	-  	-                  	-            	73.996012	9.818880	-            	999999.000	999999.000	-             	-      	85.2     	280     	-    	999999.000000
6494                    	13:20:18  	16.2                   	-                         	-  	-                  	-            	73.995552	9.818885	-            	999999.000	999999.000	-             	-      	85.2     	280     	-    	999999.000000
6496                    	13:20:20  	16.2                   	-                         	-  	-                  	-            	73.995091	9.818890	-            	999999.000	999999.000	-             	-      	85.2     	280     	-    	999999.000000
6498                    	13:20:22  	16.2                   	-                         	-  	-                  	-            	73.994630	9.818894	-            	999999.000	999999.000	-             	-      	85.2     	280     	-    	999999.000000
6500                    	13:20:24  	16.2                   	-                         	-  	-                  	-            	73.994169	9.818899	-            	999999.000	999999.000	-             	-      	85.2     	280     	-    	999999.000000
6502                    	13:20:26  	16.1                   	-                         	-  	-                  	-            	73.993708	9.818904	-            	999999.000	999999.000	-             	-      	85.2     	280     	-    	999999.000000
6504                    	13:20:28  	16.1                   	-                         	-  	-                  	-            	73.993247	9.818908	-            	999999.000	999999.000	-             	-      	85.2     	280     	-    	999999.000000
6506                    	13:20:30  	16.1                   	-                         	-  	-                  	-            	73.992787	9.818913	-            	999999.000	999999.000	-             	-      	85.2     	280     	-    	999999.000000
6508                    	13:20:32  	16.1                   	-                         	-  	-                  	-            	73.992326	9.818917	-            	999999.000	999999.000	-             	-      	85.2     	280     	-    	999999.000000
6510                    	13:20:34  	16.1                   	-                         	-  	-                  	-            	73.991865	9.818922	-            	999999.000	999999.000	-             	-      	85.2     	280     	-    	999999.000000
6512                    	13:20:36  	16.0                   	-                         	-  	-                  	-            	73.991404	9.818927	-            	999999.000	999999.000	-             	-      	85.2     	280     	-    	999999.000000
6514                    	13:20:38  	16.0                   	-                         	-  	-                  	-            	73.990943	9.818931	-            	999999.000	999999.000	-             	-      	85.2     	280     	-    	999999.000000
6516                    	13:20:40  	16.0                   	-                         	-  	-                  	-            	73.990482	9.818936	-            	999999.000	999999.000	-             	-      	85.2     	280     	-    	999999.000000
6518                    	13:20:42  	16.0                   	-                         	-  	-                  	-            	73.990021	9.818941	-            	999999.000	999999.000	-             	-      	85.2     	280     	-    	999999.000000
6520                    	13:20:44  	15.9                   	-                         	-  	-                  	-            	73.989561	9.818945	-            	999999.000	999999.000	-             	-      	85.2     	280     	-    	999999.000000
6522                    	13:20:46  	15.9                   	-                         	-  	-                  	-            	73.989100	9.818950	-            	999999.000	999999.000	-             	-      	85.2     	280     	-    	999999.000000
6524                    	13:20:48  	15.9                   	-                         	-  	-                  	-            	73.988639	9.818955	-            	999999.000	999999.000	-             	-      	85.2     	280     	-    	999999.000000
6526                    	13:20:50  	15.9                   	-                         	-  	46.1               	090          	73.988178	9.818959	-            	999999.000	999999.000	-             	-      	85.2     	280     	-    	999999.000000
6528                    	13:20:52  	15.8                   	-                         	-  	46.1               	090          	73.987717	9.818964	-            	999999.000	999999.000	-             	-      	85.2     	280     	-    	999999.000000
6530                    	13:20:54  	15.8                   	-                         	-  	46.1               	090          	73.987256	9.818969	-            	999999.000	999999.000	-             	-      	85.2     	280     	-    	999999.000000
6532                    	13:20:56  	15.8                   	-                         	-  	46.1               	090          	73.986796	9.818973	-            	999999.000	999999.000	-             	-      	85.2     	280     	-    	999999.000000
6534                    	13:20:58  	15.8                   	-                         	-  	46.1               	090          	73.986335	9.818978	-            	999999.000	999999.000	-             	-      	85.2     	280     	-    	999999.000000
6536                    	13:21:00  	15.8                   	-                         	-  	46.1               	090          	73.985874	9.818982	-            	999999.000	999999.000	-             	-      	85.2     	280     	-    	999999.000000
6538                    	13:21:02  	15.7                   	-                         	-  	46.1               	090          	73.985413	9.818987	-            	999999.000	999999.000	-             	-      	85.2     	280     	-    	999999.000000
6540                    	13:21:04  	15.7                   	-                         	-  	46.1               	090          	73.984952	9.818992	-            	999999.000	999999.000	-             	-      	85.2     	280     	-    	999999.000000
6542                    	13:21:06  	15.7                   	-                         	-  	46.1               	090          	73.984491	9.818996	-            	999999.000	999999.000	-             	-      	85.2     	280     	-    	999999.000000
6544                    	13:21:08  	15.7                   	-                         	-  	46.1               	090          	73.984030	9.819001	-            	999999.000	999999.000	-             	-      	85.2     	280     	-    	999999.000000
6546                    	13:21:10  	15.6                   	-                         	-  	46.1               	090          	73.983570	9.819006	-            	999999.000	999999.000	-             	-      	85.1     	280     	-    	999999.000000
6548                    	13:21:12  	15.6                   	-                         	-  	46.1               	090          	73.983109	9.819010	-            	999999.000	999999.000	-             	-      	85.1     	280     	-    	999999.000000
6550                    	13:21:14  	15.6                   	-                         	-  	46.1               	090          	73.982648	9.819015	-            	999999.000	999999.000	-             	-      	85.1     	280     	-    	999999.000000
6552                    	13:21:16  	15.7                   	-                         	-  	46.1               	090          	73.982187	9.819020	-            	999999.000	999999.000	-             	-      	85.1     	280     	-    	999999.000000
6554                    	13:21:18  	15.8                   	-                         	-  	46.1               	090          	73.981726	9.819024	-            	999999.000	999999.000	-             	-      	85.1     	280     	-    	999999.000000
6556                    	13:21:20  	16.0                   	-                         	-  	46.1               	090          	73.981265	9.819029	-            	999999.000	999999.000	-             	-      	85.1     	280     	-    	999999.000000
6558                    	13:21:22  	16.0                   	-                         	-  	46.1               	090          	73.980805	9.819034	-            	999999.000	999999.000	-             	-      	85.1     	280     	-    	999999.000000
6560                    	13:21:24  	16.0                   	-                         	-  	46.1               	090          	73.980344	9.819038	-            	999999.000	999999.000	-             	-      	85.1     	280     	-    	999999.000000
6562                    	13:21:26  	16.0                   	-                         	-  	46.1               	090          	73.979883	9.819043	-            	999999.000	999999.000	-             	-      	85.1     	280     	-    	999999.000000
6564                    	13:21:28  	16.0                   	-                         	-  	46.1               	090          	73.979422	9.819047	-            	999999.000	999999.000	-             	-      	85.1     	280     	-    	999999.000000
6566                    	13:21:30  	16.0                   	-                         	-  	46.1               	090          	73.978961	9.819052	-            	999999.000	999999.000	-             	-      	85.1     	280     	-    	999999.000000
6568                    	13:21:32  	16.0                   	-                         	-  	46.1               	090          	73.978500	9.819057	-            	999999.000	999999.000	-             	-      	85.1     	280     	-    	999999.000000
6570                    	13:21:34  	16.1                   	-                         	-  	46.1               	090          	73.978039	9.819061	-            	999999.000	999999.000	-             	-      	85.1     	280     	-    	999999.000000
6572                    	13:21:36  	16.1                   	-                         	-  	46.1               	090          	73.977579	9.819066	-            	999999.000	999999.000	-             	-      	85.1     	280     	-    	999999.000000
6574                    	13:21:38  	16.1                   	-                         	-  	46.1               	090          	73.977118	9.819071	-            	999999.000	999999.000	-             	-      	85.1     	280     	-    	999999.000000
6576                    	13:21:40  	16.1                   	-                         	-  	46.1               	090          	73.976657	9.819075	-            	999999.000	999999.000	-             	-      	85.1     	280     	-    	999999.000000
6578                    	13:21:42  	16.1                   	-                         	-  	46.1               	090          	73.976196	9.819080	-            	999999.000	999999.000	-             	-      	85.1     	280     	-    	999999.000000
6580                    	13:21:44  	16.1                   	-                         	-  	46.1               	090          	73.975735	9.819085	-            	999999.000	999999.000	-             	-      	85.1     	280     	-    	999999.000000
6582                    	13:21:46  	16.1                   	-                         	-  	46.1               	090          	73.975274	9.819089	-            	999999.000	999999.000	-             	-      	85.1     	280     	-    	999999.000000
